Afferenet,animal,cell,treatment,treatment_text,treatment_class,Cancer,Chemotherapy,note,#NAME?,autoClass,manualClass,Trial#,TrigStart.R,ms.F,Dyn.pfr,Stat.mSfr,Stat.afr,Stat.HzSTD,Stat.HzEnd,Dyn.IB,Thr.T,Thr.F,Thr.L,Stat.LSpkT,Stat.LSpkF,Dyn.spkNum,Stat.spkNum,Dyn.DI,Dyn.slp,Stat.slp,,TrigStart.Tri,ms.F1,Dyn.F,Dyn.pfr1,Dyn.pfr3,Thr.T1,Thr.F1,Thr.L1,Thr.T3,Thr.F3,Thr.L3,Dyn.slp1,Dyn.slp3,Dyn.spkNum1,Dyn.spkNum3,Dyn.RDR,Dyn.IFRdrop
A17024-17-23 aff 1,A17024-17-23,aff 1,1,WT,WT_Ia,0,0,,,Ia,,,83.16,30.00333333,172.7316667,84.58933333,93.556,34.86966667,77.84566667,297,10.44933333,15.49333333,0.1214,996.112,116.4205837,16.66666667,87,88.10666667,866.3173333,-36.6545,,201.084,12.170662,143.906367,118.371212,20.79175,123,21.910206,0.830512,338.672,29.874081,1.325507,81.693094,11.808847,22,13,9,51.404657
A17024-17-23 aff 2,A17024-17-23,aff 2,1,WT,WT_Ia,0,0,,,Ia,,,39.0705,11.9379445,233.4612368,94.64823475,107.8990075,37.21132525,80.78415475,297.619048,3.2,6.29043475,0.0515235,929.134,107.181673,21.25,97.5,138.8130023,766.847599,-77.8696515,,197.136,11.779471,135.534382,172.176309,164.041995,7.54,3.441776,0.028261,142.112,8.604816,0.547441,133.976121,201.485584,87,66,21,96.74015
A17024-18-42-cell 1,A17024-18-42,-cell 1,1,WT,WT_Ia,0,0,,,Ia,,,44.1265,12.2932875,237.281175,63.99854,83.981515,47.14326,45.8542225,347.2222,4.75,8.4553365,0.08251625,996.56,89.2250125,17.5,67.25,173.282625,1322.48575,-106.906,,150.571,31.85679,332.0945,210.9705,205.7613,5.52,3.985376,0.025313,242.26,32.13227,0.950602,204.8554,355.3668,100,65,35,83.47017
A17024-18-53-cell 7,A17024-18-53,-cell 7,1,WT,WT_Ia,0,0,,,Ia,,,66.2205,11.01755,180.514925,65.0928425,73.4954925,27.028165,56.78644,333.3333,18.26,14.3177355,0.15985425,999.15,137.0491,15.5,65.75,115.42205,1369.686,-54.97445,,181.039,21.43978,225.8272,133.3333,136.612,79.86,12.65174,0.269218,282.64,29.99421,1.087273,156.329,234.9127,58,39,19,83.15845
A17024-18-53-cell 9,A17024-18-53,-cell 9,1,WT,WT_Ia,0,0,,,Ia,,,61.3905,16.2722375,200.087325,76.7061925,88.547455,30.0318475,68.76869,347.373,5.33,8.648091,0.0853075,991.44,115.13478,14.5,80.25,123.38115,1249.493,-67.4434,,143.812,19.25871,333.9081,175.4386,165.0165,7.74,6.322265,0.026033,253.9,32.97961,0.982961,169.5499,291.5693,82,53,29,41.35338
A17024-18-60-cell 18,A17024-18-60,-cell 18,1,WT,WT_Ia,0,0,,,Ia,,,57.7815,20.762655,191.833,103.723775,112.99625,22.83,98.218495,260.4167,3.74,8.03080175,0.0717815,997.875,132.591075,23,108.25,88.10923,229.929425,-34.42325,,6.351,15.92768,127.5083,155.7632,160.2564,5.44,1.704457,0.011721,174.92,8.473547,0.662939,69.09091,156.8846,99,69,30,99.04885
A17024-18-60-cell 21,A17024-18-60,-cell 21,1,WT,WT_Ia,0,0,,,Ia,,,62.8955,21.2391625,191.968625,75.50437,85.1855775,31.1067675,56.6864425,235.800325,3.885,6.08218475,0.04084,999.385,136.29325,22.5,75.25,116.464275,212.4543,-63.753375,,165.817,21.3503,229.5699,147.4926,141.2429,6.26,5.523,0.005713,88.72,7.834921,0.330671,61.76136,160.5452,92,56,36,139.5687
A17024-18-60-cell 22,A17024-18-60,-cell 22,1,WT,WT_Ia,0,0,,,Ia,,,50.5755,17.7702875,256.44065,125.37825,134.071825,29.4409275,108.8544375,292.7062,3.68,8.44861275,0.065476,1000.515,113.38355,27,126.5,131.06235,788.77755,-74.8438,,8.187,9.62012,91.05283,191.5709,183.1502,6.4,2.439167,0.03735,220.22,11.20789,0.835059,154.1152,274.7997,93,60,33,120.1094
A17024-18-60-cell 24,A17024-18-60,-cell 24,1,WT,WT_Ia,0,0,,,Ia,,,41.5735,12.411275,233.95,91.199435,108.031985,24.2907625,97.0524425,216.4502,6.6,15.0707725,0.141433,1000.7,91.8934475,18.5,100.75,142.750575,1553.87225,-42.506625,,9.85,11.86336,105.4259,163.3987,158.7302,59.28,8.076728,0.265591,290.44,17.7072,1.130809,196.5743,278.9319,72,47,25,99.31549
A17024-18-65-cell 7,A17024-18-65,-cell 7,1,WT,WT_Ia,0,0,,,Ia,,,89.3445,12.065502,261.547025,81.9812375,95.22142,38.09582,71.52112,256.17115,4.46,10.87221075,0.0999805,997.38,221.5876,20,84.25,179.565775,1231.29625,-79.8918,,204.937,11.23321,124.0714,116.5501,111.8568,23.04,9.93606,0.097353,336.34,27.05666,1.328563,139.2022,254.8035,43,25,18,110.1659
A17024-18-65-cell 12,A17024-18-65,-cell 12,1,WT,WT_Ia,0,0,,,Ia,,,46.7115,11.49304475,74.94884,49.3935275,50.8231825,6.28264325,45.8264825,224.8397667,3.665,6.72237425,0.07171125,997.56,86.7674375,10,49.25,25.5553125,638.16525,-14.392875,,169.563,19.64228,192.1227,70.62147,65.10417,4.66,2.580571,0.0203,23,8,0.051526,2.415821,51.28116,52,36,16,26.20097
A17024-17-04 -cell 1,A17024-17-04,-cell 1,2,OX,OX_Ia,0,1,,,Ia,,,225.8295,11.080597,175.2413,70.23555333,75.84284667,20.73274,58.79783667,0,9.208,18.30106,0.218758,997.796,285.0203333,15,70.33333333,105.0057067,905.5894,-44.7927,,130.4975,29.903831,285.070515,119.731801,115.740741,103.112,21.653925,0.407418,381.972,63.974778,1.445626,158.622764,270.961074,46,29,17,117.445739
A17024-17-04 -cell 10,A17024-17-04,-cell 10,2,OX,OX_Ia,0,1,,,Ia,,,34.7258,11.180316,200.9196023,85.69330025,93.37094525,25.00831925,76.60399125,0,31.868,22.78,0.536001667,1000.108,102.4240925,13,87.25,115.226302,1831.64139,-53.98515075,,218.8514,10.115619,137.914026,127.811861,121.832359,192.764,25.97505,0.737821,372.888,41.05243,1.415998,193.645936,258.100303,44,26,18,67.508711
A17024-17-04 -cell 15,A17024-17-04,-cell 15,2,OX,OX_Ia,0,1,,,Ia,,,38.7689,13.5582765,259.3982283,119.8815873,127.2178598,23.446319,103.8417748,261.6770943,2.136,9.01661725,0.09310425,999.124,118.6835895,27,122.5,139.5166413,502.2443668,-58.7210585,,209.7731,11.141913,140.546525,206.270627,198.412698,43.496,12.414509,0.182141,153.348,14.721249,0.578183,164.796347,218.169431,104,83,21,119.04384
A17024-17-04 -cell 4,A17024-17-04,-cell 4,2,OX,OX_Ia,0,1,,,Ia,,,35.1064,11.3850265,182.0173015,64.954889,74.753821,25.80211175,55.162561,468.2239055,6.052,11.54693525,0.1478135,999.704,110.6352718,15.5,67.75,117.062413,1139.852307,-61.51864875,,134.5414,31.221918,263.164711,160.25641,152.068127,4.14,3.423284,0.024719,206.008,26.672836,0.776291,148.120981,222.996057,79,52,27,71.165277
A17024-17-04 -cell 9,A17024-17-04,-cell 9,2,OX,OX_Ia,0,1,manually corrected from end of record,,Ia,,,31.4476,11.6288375,162.6039328,30.26586975,55.62513925,41.42622525,0.22244725,236,26.77,21.69,0.445,731.804,108.3010038,10.5,24.75,132.338063,1679.835996,-153.335518,,214.0537,11.31816,132.026315,89.031339,84.688347,296.016,32.839565,1.132955,458.86,49.852871,1.74468,151.985628,217.677083,36,18,18,87.812191
A17024-17-08 -cell 10,A17024-17-08,-cell 10,2,OX,OX_Ia,0,1,,,Ia,,,41.8863,10.3072905,193.4176713,92.297893,96.33112325,20.6806525,78.0022725,0,20.828,17.270004,0.3447945,995.388,99.633313,18,91.75,101.1197775,1294.292724,-48.40499625,,201.086,10.265924,127.261937,137.969095,136.165577,147.86,17.162113,0.566485,341.52,31.068681,1.29288,150.515827,233.061488,61,40,21,136.12178
A17024-17-08 -cell 11,A17024-17-08,-cell 11,2,OX,OX_Ia,0,1,,,Ia,,,37.2389,10.042378,198.0603145,77.0370845,91.01381125,41.045863,65.46020425,0,15.368,12.3581905,0.238057,997.108,104.9588773,13.5,80.75,121.0232298,1637.236006,-68.40092725,,213.7593,10.965689,141.601563,132.696391,123.274162,303.568,34.53045,1.1629,445.82,49.873041,1.684064,211.343628,311.934023,38,18,20,81.943246
A17024-17-08 -cell 7,A17024-17-08,-cell 7,2,OX,OX_Ia,0,1,,,Ia,,,34.6691,11.96510875,186.5183168,45.30856075,60.51182025,37.048926,35.5683905,182,14.976,15.2704975,0.28164625,983.092,109.7036918,13.75,48,141.209756,1508.624298,-81.889887,,225.4197,10.597925,127.884638,119.047619,113.224638,157.888,17.573432,0.609912,402.572,38.190479,1.524371,158.211772,272.688669,40,22,18,112.339619
A17024-17-08 -cell 9,A17024-17-08,-cell 9,2,OX,OX_Ia,0,1,,,Ia,,,48.6603,10.5224135,207.342437,81.022769,89.57201475,29.67614225,59.41719425,369.848232,3.356,8.65770275,0.117978,994.68,107.134232,20.75,80.5,126.319668,834.1916715,-74.535981,,217.497,10.120525,127.322245,164.041995,147.754137,22.828,8.843245,0.101308,264.44,22.309486,0.997457,137.231403,227.962368,78,48,30,156.81779
A17024-18-55-cell 6,A17024-18-55,-cell 6,2,OX,OX_Ia,0,1,,,Ia,,,55.4715,13.8074785,158.1945,28.2866265,69.76046,33.749755,14.3406475,406.5041,7.91,10.381152,0.15324825,609.225,94.30711,13.5,36.25,129.907875,1010.269875,-157.653775,,273.322,11.45306,119.4724,129.199,121.6545,45.66,11.0009,0.185622,204.64,16.77773,0.793595,154.1698,237.8493,52,29,23,98.78534
A17024-18-55-cell 10,A17024-18-55,-cell 10,2,OX,OX_Ia,0,1,,,Ia,,,45.6645,11.556305,221.607525,72.204505,89.0623175,34.62806,16.96506525,228.3105,17.12,13.5848875,0.33180725,735.165,91.9816975,17.75,57,149.40305,1626.818575,-115.978025,,166.322,10.37012,186.5557,173.6111,166.6667,213.62,29.08202,0.857888,364.98,44.29867,1.425169,158.227,205.9432,76,52,24,169.1403
A17024-18-55-cell 13,A17024-18-55,-cell 13,2,OX,OX_Ia,0,1,,,Ia,,,262.799,18.8642225,167.929325,0.204284,85.69581,52.65686,0.204284,0,26.83841325,24.275185,0.423072,346.995,120.49715,12,14.75,167.72505,1883.85975,-227.35925,,285.413,20.6364,196.9727,126.2626,119.0476,239.9,34.04834,0.972854,434.76,59.72017,1.715939,183.1307,227.442,45,28,17,116.5129
A17024-18-55-cell 14,A17024-18-55,-cell 14,2,OX,OX_Ia,0,1,,,Ia,,,65.39,15.19125333,185.4676333,67.52826,78.84192333,29.9322,53.81737333,0,4.98,9.234097,0.086628667,992.94,98.59345667,16.33333333,69.33333333,117.9393667,308.3020667,-70.935,,22.953,10.79061,119.5879,140.056,132.2751,18.94,6.764412,0.083387,374.18,32.64361,1.486863,103.6786,237.3432,72,44,28,94.76617
A17024-18-55-cell 15,A17024-18-55,-cell 15,2,OX,OX_Ia,0,1,,,Ia,,,95.008,10.54670525,175.92495,74.3273075,79.51902,22.1450125,64.3611475,200.8032,11.35,12.09316025,0.2092855,1000.85,75.0491475,16.5,74,101.597625,1037.17175,-47.85585,,9.28,10.54336,95.20351,142.4501,133.3333,40.02,6.908767,0.11577,383.56,26.30065,1.500752,117.0868,215.4593,74,38,36,140.3377
A17024-18-55-cell 18,A17024-18-55,-cell 18,2,OX,OX_Ia,0,1,,,Ia,,,58.866,12.36048667,194.93845,82.94505667,90.29523667,25.11092333,72.26008333,259.74025,7.24,12.20946,0.133679333,1002.7,87.64412,16.66666667,81.66666667,47.0139,737.6530333,-55.03886667,,8.234,10.91471,100.3313,138.8889,130.2083,17.54,6.07167,0.082234,342.78,24.42552,1.364417,146.2917,222.074,64,38,26,73.01274
A17024-18-55-cell 19,A17024-18-55,-cell 19,2,OX,OX_Ia,0,1,,,Ia,,,99.044,16.3487275,156.613975,24.41150625,99.7195375,33.13336,0.204174,354.6099,7.065,11.21973125,0.133764,301.885,114.8645125,15.5,22.33333333,132.20245,410.534875,-1461.17125,,271.142,11.23681,185.403,119.0476,114.1553,50.06,14.12989,0.204777,414.96,55.8913,1.641877,93.28001,188.6794,64,31,33,116.4511
A17024-18-55-cell 20,A17024-18-55,-cell 20,2,OX,OX_Ia,0,1,,,Ia,,,73.2555,10.2050675,182.9911,92.7508025,97.449535,20.18616,83.2042425,340.1361,7.88,13.5833525,0.155131,1000.35,141.318125,17.75,92.5,90.2402775,762.8349,-45.1443,,170.22,11.25595,194.9977,137.741,132.2751,32.68,12.64579,0.130116,268.4,32.50052,1.046801,119.6571,196.0047,69,46,23,131.2764
A17024-18-55-cell 21,A17024-18-55,-cell 21,2,OX,OX_Ia,0,1,,,Ia,,,51.7095,13.6039475,163.94915,73.309455,79.0099375,21.7967875,52.19666,354.6099,7.1,12.15725,0.135803,991.41,91.7353275,15,72.5,90.6396975,777.76975,-52.072525,,10.847,11.78591,107.0212,114.1553,111.1111,15.92,7.576328,0.071403,454.86,39.8571,1.775626,125.8872,214.8706,43,25,18,113.3246
A17024-18-55-cell 22,A17024-18-55,-cell 22,2,OX,OX_Ia,0,1,,,Ia,,,40.8045,10.984784,168.3502,75.6844025,80.77702,17.78176,73.0050725,245.098,20.585,18.23994,0.32243325,1000.5,89.075675,16.75,76.75,92.6657675,1084.66825,-32.7634,,131.401,10.29209,252.0979,141.2429,133.3333,10.5,8.410662,0.033463,164.44,20.02594,0.618866,65.83531,116.9004,84,64,20,106.4147
A17024-18-39-cell 10,A17024-18-39,-cell 10,3,Pirc,Pirc_Ia,1,0,,,Ia,,,40.824,10.87259233,200.4939503,58.488613,62.16559867,32.81979067,19.82133733,0,4.32,13.343509,0.105973667,964.34,101.006061,12,45.66666667,142.0053377,383.8905137,-58.74668233,,102.527,27.589818,322.739363,28.636884,89.605735,57.38,11.512161,0.234756,309.96,46.360085,1.211602,99.789194,75.746979,23,12,11,27.713472
A17024-18-39-cell 2,A17024-18-39,-cell 2,3,Pirc,Pirc_Ia,1,0,,,Ia,,,61.2665,10.99200125,266.8888758,73.460509,92.55259325,52.52576225,60.14615575,0,3.6,10.461493,0.086084,998.29,69.93213875,21,75.5,193.4283665,683.7220048,-103.8669465,,164.92,29.246401,270.887113,268.817204,264.550265,4.8,3.414915,0.014627,170.8,17.912463,0.666335,253.782966,432.827973,122,87,35,57.186428
A17024-18-39-cell 5,A17024-18-39,-cell 5,3,Pirc,Pirc_Ia,1,0,,,Ia,,,44.5685,10.8436455,257.5333518,97.53787875,107.61718,37.5893235,83.5967565,0,4.38,12.06972675,0.10372425,998.035,95.63267,17.25,97.75,159.995473,1849.216631,-79.052426,,133.949,29.743983,335.378003,216.450216,216.450216,7.1,7.177926,0.022933,302.34,44.863502,1.177589,221.310027,342.907551,107,67,40,38.141835
A17024-18-39-cell 7,A17024-18-39,-cell 7,3,Pirc,Pirc_Ia,1,0,,,Ia,,,37.7575,10.822801,260.5106125,93.01275575,106.6104938,39.009175,80.30091275,0,3.715,11.80095775,0.09329325,999.665,98.07814825,16.5,96.25,167.4978563,1641.544536,-83.56325975,,134.009,29.341931,334.150052,231.481481,210.970464,7.1,6.620129,0.024162,301.08,44.309096,1.172291,244.419935,355.349364,106,69,37,38.03521
A17024-18-39-cell 8,A17024-18-39,-cell 8,3,Pirc,Pirc_Ia,1,0,,,Ia,,,42.9135,11.2418985,220.4218105,74.10559275,83.4195855,34.0796305,64.4450495,0,19.145,17.56118475,0.4166045,997.44,103.1950825,14.25,74,146.316218,1532.506091,-63.74102425,,136.753,28.124551,326.743722,179.21147,170.068027,17.58,10.919298,0.0642,231.7,31.175704,0.891617,180.825817,294.410579,88,57,31,70.616794
A17024-18-40-cell 11,A17024-18-40,-cell 11,3,Pirc,Pirc_Ia,1,0,,,Ia,,,46.2005,12.0171665,185.299613,70.94610825,80.37659825,27.1218825,62.32686725,0,14.25,13.7931965,0.31412675,999.895,117.8249538,13.75,73,114.3535043,1523.339492,-59.81979675,,151.957,32.062988,413.946247,171.821306,160.25641,14.04,10.469313,0.053682,215.26,32.315053,0.82518,163.230356,248.07255,82,56,26,52.403889
A17024-18-40-cell 15,A17024-18-40,-cell 15,3,Pirc,Pirc_Ia,1,0,,,Ia,,,40.6635,12.7259245,151.146991,38.66548275,51.4010745,30.21578425,34.788452,282.485876,24.89,21.559242,0.5242575,989.31,126.2912105,10,41,112.4815083,1454.787637,-57.749961,,152.275,34.62101,452.04525,158.730159,157.232704,26.34,15.45228,0.126947,274.18,52.30371,1.06622,178.141468,266.311589,69,46,23,82.408461
A17024-18-40-cell 20,A17024-18-40,-cell 20,3,Pirc,Pirc_Ia,1,0,,,Ia,,,49.61,15.648857,234.980046,85.55604333,108.4718637,57.16072533,76.20082333,0,3.36,11.749839,0.074064333,999.5,144.352707,19,92,149.4240023,1097.017741,-71.44535233,,10.158,13.078092,136.510217,146.19883,142.450142,10.6,5.458188,0.047743,288.44,22.454541,1.124278,130.500061,255.255963,66,38,28,145.224343
A17024-18-40-cell 21,A17024-18-40,-cell 21,3,Pirc,Pirc_Ia,1,0,,,Ia,,,45.8075,10.66388825,208.3496118,69.24755375,80.457073,33.9794225,58.85670925,0,4.485,13.4265905,0.1114485,995.23,117.8260738,16,70.75,139.102058,772.0037935,-70.83178375,,135.062,29.749857,389.724016,193.79845,189.393939,8.42,8.426665,0.022784,231,36.62854,0.898158,174.791689,299.069772,89,60,29,67.192772
A17024-18-40-cell 23,A17024-18-40,-cell 23,3,Pirc,Pirc_Ia,1,0,,,Ia,,,44.2715,12.78540525,181.3008563,68.1839765,77.721133,28.62732225,60.67379675,0,19.74,23.702901,0.4106265,1000.735,133.977204,11,69.75,113.1168795,1467.486554,-58.0273475,,8.281,11.175964,132.752192,109.649123,108.932462,16.98,7.061196,0.080591,355.72,31.254609,1.388499,143.723019,246.220268,40,24,16,108.713319
A17024-18-40-cell 3,A17024-18-40,-cell 3,3,Pirc,Pirc_Ia,1,0,,,Ia,,,39.7735,11.91666775,225.366856,84.4392015,96.22844125,31.636329,73.60819375,0,3.715,11.55141075,0.1002795,996.725,113.7595023,17.75,87.25,140.9276545,1283.680169,-72.471609,,168.742,20.881554,291.259766,198.412698,187.265918,12.96,9.918676,0.050517,259.54,33.45233,1.003725,199.384902,319.834539,88,58,30,72.523262
A17024-18-40-cell 5,A17024-18-40,-cell 5,3,Pirc,Pirc_Ia,1,0,,,Ia,,,76.3995,22.89558675,182.7181948,50.07131325,59.11495,29.52102225,43.87944175,0,26.69,25.09566625,0.55637175,995.055,216.9352173,11,50.75,132.6468815,1681.967147,-55.07724525,,141.394,29.845628,393.84315,120.772947,121.654501,53.58,12.973684,0.211067,314.74,51.439878,1.232176,147.851574,228.513683,54,34,20,116.412377
A17024-18-40-cell 7,A17024-18-40,-cell 7,3,Pirc,Pirc_Ia,1,0,,,Ia,,,43.9845,11.681283,224.65168,49.300376,66.08883025,44.741282,37.0408955,210.970464,37.19,26.0412295,0.7618275,987.87,122.1504655,12,51.25,175.351304,2130.14799,-91.324419,,157.906,30.237995,379.151845,170.068027,165.016502,41.58,10.958312,0.1642,305.62,48.661573,1.17733,201.505275,328.576508,68,42,26,104.142171
A17024-18-61-cell 3,A17024-18-61,-cell 3,3,Pirc,Pirc_Ia,1,0,,,Ia,,,41.1145,12.117665,255.43905,81.522455,98.24566,41.10006,65.9874425,525.033575,2.77,4.72749475,0.03946375,994.82,65.778575,25.75,85.75,173.916575,1140.8165,-95.83965,,199.819,10.04369,95.11094,191.5709,198.4127,7.62,2.333124,0.028612,155.32,9.761975,0.557248,167.8581,248.4554,94,68,26,138.6751
A17024-18-61-cell 11,A17024-18-61,-cell 11,3,Pirc,Pirc_Ia,1,0,,,Ia,,,52.3625,11.528465,221.51095,74.411455,89.710825,38.285985,62.48479,513.196475,2.295,4.40467825,0.037275,999.925,75.07661,17,77.75,147.099525,1126.63575,-88.485,,211.554,11.04272,103.9276,154.321,146.1988,3.76,1.376014,0.055625,285.86,20.0978,1.092114,135.0404,271.5038,67,39,28,73.74631
A17024-18-61-cell 16,A17024-18-61,-cell 16,3,Pirc,Pirc_Ia,1,0,,,Ia,,,44.9765,9.6183105,353.1452,101.964875,128.205425,55.2746025,81.7030325,555.86455,2.61,5.0578585,0.03127675,996.535,73.11091,34.25,110.75,251.180325,483.933075,-125.6625,,7.223,11.70645,94.72075,347.2222,252.5253,4.22,1.570636,0.011203,96.36,2.755977,0.338756,197.3831,311.8514,141,96,45,170.6933
A17024-18-61-cell 19,A17024-18-61,-cell 19,3,Pirc,Pirc_Ia,1,0,,,Ia,,,160.6655,27.456305,238.1692,95.0079675,105.13405,30.855425,84.946015,342.391775,3.375,9.1075685,0.0619135,1000.315,179.235725,21.25,97.5,143.16125,1087.059,-68.406475,,17.587,11.24124,90.97944,137.741,130.2083,4.92,3.830087,0.022466,245.14,13.55163,0.972676,66.6683,191.7379,78,45,33,136.7109
A17024-18-61-cell 20,A17024-18-61,-cell 20,3,Pirc,Pirc_Ia,1,0,,,Ia,,,25.382,10.95548,210.9705,64.59948,82.65436,45.02441,52.2466,490.1961,2.52,4.822106,0.010316,986.62,72.48636,17,69,146.371,1365.694,-90.5615,,7.766,10.26523,93.74855,141.2429,131.2336,4.76,1.639779,0.012965,90.84,4.385634,0.327547,90.5681,209.5336,70,39,31,99.78357
A17024-18-62-cell 14,A17024-18-62,-cell 14,3,Pirc,Pirc_Ia,1,0,,,Ia,,,77.1385,25.10143,158.6303,75.6455175,81.08972,18.12173,71.734695,354.6099,5.365,11.7365575,0.08279425,999.65,151.387175,14.75,76.75,82.98478,656.2363,-35.44205,,167.911,20.0808,186.8213,118.2033,113.3787,8.04,5.368198,0.088343,23.86,19.58883,0.082145,111.8215,169.9185,59,40,19,50.16659
A17024-18-62-cell 17,A17024-18-62,-cell 17,3,Pirc,Pirc_Ia,1,0,,,Ia,,,73.8815,24.80202,248.0322,88.837745,103.8082625,36.99456,80.114225,231.4815,5.265,13.034085,0.0984775,997.24,135.2975,18.5,93.5,159.194475,1509.47325,-79.193525,,171.484,23.13636,184.4744,173.6111,170.068,11.46,5.207689,0.040412,281.38,29.54134,1.092227,184.399,337.1252,69,43,26,99.53704
A17024-17-15 aff 6,A17024-17-15,aff 6,4,POX,POX_Ia,1,1,,,Ia,,,41.2225,11.55658425,105.8177633,34.007645,45.0977125,28.78165125,0.75698275,0,27.344,19.15796575,0.5206355,968.612,88.89232375,7,28,45.3556775,1387.608581,-25.7809535,,205.715,13.145406,132.228303,128.600823,107.944732,24.447,9.154,0.0437,205.944,16.999664,0.789444,89.201038,108.330973,36,21,15,28.303815
A17027-17-16 aff 9,A17027-17-16,aff 9,4,POX,POX_Ia,1,1,,,Ia,,,139.069,20.56228475,134.6330403,0.18257075,102.0911535,39.9434665,0.18257075,0,17.38,14.3925745,0.3365875,91.58,173.5016025,11,4,134.4504688,643.9748988,-1391.461586,,332.655,11.639186,117.805839,64.699793,61.455261,583.18,66.330806,1.817177,631.688,70.734057,1.817177,432.865151,375.755848,15,5,10,63.990839
A17024-17-17 aff 5,A17024-17-17,aff 5,4,POX,POX_Ia,1,1,,,Ia,,,63.881,10.02367775,138.1516858,58.169915,74.7771175,21.77557,59.8388035,0,31.8,16.988617,0.59427075,997.372,117.296871,10,62,79.98177075,1148.020269,-27.1047195,,315.016,9.820748,127.759659,135.281385,106.292517,175.284,13.846361,0.713287,408.208,31.747826,1.610274,121.813815,197.915211,35,21,14,66.838928
A17024-17-17 aff 6,A17024-17-17,aff 6,4,POX,POX_Ia,1,1,,,Ia,,,80.17,9.803216,137.1148155,0.5293635,75.733101,51.6711055,0.5293635,0,66.748,37.735419,1.328823,203.264,115.3976935,7,7,136.585452,1847.025265,-850.739187,,311.176,10.620248,155.26545,96.450617,96.006144,339.588,33.166179,1.37139,482.128,49.776459,1.904685,170.396116,275.090782,28,18,10,95.637292
A17024-17-18 aff 3,A17024-17-18,aff 3,4,POX,POX_Ia,1,1,,,Ia,,,64.839,11.37270625,120.2628388,22.91285425,54.5032825,34.174428,0.21364025,0,72.956,41.58086175,1.45211,595.596,123.476237,5,21,97.34998475,2070.896764,-153.4390705,,303.143,12.72778,157.7308,78.3208,76.03406,339.068,32.399489,1.365603,465.288,45.26313,1.852892,133.934,202.2915,23,15,8,77.49693
A17024-17-18 aff 6,A17024-17-18,aff 6,4,POX,POX_Ia,1,1,,,Ia,,,45.6945,12.60205175,149.34481,51.14861875,59.032504,22.9312705,44.2910055,336.065224,5.4119,6.9614715,0.1275,993.84,134.26258,13,52,98.19619125,997.27425,-47.2245205,,204.397,11.965834,175.720215,101.132686,100.644122,11.292,5.880411,0.044684,357.304,33.57947,1.405692,93.626174,181.496581,47,27,20,99.696291
A17024-17-18 aff 9,A17024-17-18,aff 9,4,POX,POX_Ia,1,1,,,Ia,,,53.5455,10.7566325,129.1993578,44.839898,67.03484325,57.8566135,25.04077275,0,48.224,26.631761,0.95653325,988.752,121.7135763,11,45,184.3594598,2324.205941,-104.2531233,,217.896,11.566509,171.157837,131.85654,119.92,214.372,21.270164,0.867597,393.296,37.648897,1.55264,174.610121,486.462867,37,26,11,120.925576
A17024-17-19 aff 2,A17024-17-19,aff 2,4,POX,POX_Ia,1,1,,,Ia,,,46.593,11.031031,140.848546,60.47778025,70.67758825,36.798584,50.078024,0,10.328,10.88198225,0.16008775,983.364,106.1901363,13,62,90.37076525,968.0128663,-62.544402,,272.819,12.133529,134.584701,112.007168,109.075044,83.9,12.608234,0.33494,317.064,27.869688,1.238337,114.901154,222.70548,45,27,18,106.998795
A17024-17-19 aff 4,A17024-17-19,aff 4,4,POX,POX_Ia,1,1,,,Ia,,,43.593,11.558977,136.943247,17.4048765,58.9887665,35.2215085,0.460965,0,44.3,25.455454,0.886721,413.6465,102.179792,9,22,119.5383705,1516.59727,-172.347033,,262.42,11.934816,136.855352,95.129376,89.413448,142.548,16.476563,0.571727,373.072,33.947153,1.469631,140.53532,216.706342,34,21,13,94.278654
A17024-17-21 aff 3,A17024-17-21,aff 3,4,POX,POX_Ia,1,1,,,Ia,,,47.4305,11.33624575,150.423681,58.10082625,68.01601275,27.739629,58.82202,425.170068,5.63,6.413298,0.121,996.88,124.1780908,13,65,102.322855,827.6085868,-61.2065285,,218.112,12.289814,197.240198,132.696391,124.750499,13.78,5.959698,0.05982,301.424,29.652478,1.179358,128.518351,238.829842,56,34,22,71.05931
A17024-17-02 -cell 1,A17024-17-02,-cell 1,1,WT,WT_1.5,0,0,,1,1.5,Ia,,51.0947,11.84165425,189.1998653,65.683482,73.36457825,27.58787625,53.6981855,0,37.56,20.66592475,0.7778455,991.6,86.86109375,13.75,65.25,123.516383,1880.175291,-58.879401,,150.3252,30.090991,346.343994,137.061404,131.027254,40.996,10.131177,0.164869,242.576,31.905469,0.182035,118.980715,180.69221,74,49,25,77.949704
A17024-17-02 -cell 3,A17024-17-02,-cell 3,1,WT,WT_1.5,0,0,,3,1.5,0,,44.7094,12.198893,162.8517973,40.95791425,50.279304,32.13560575,3.6507285,0,55.48,31.56954925,1.13418325,973.376,112.7137325,9,37.5,121.893883,2202.136169,-72.29756625,,133.6651,31.582488,356.092906,112.007168,112.007168,80.616,14.530055,0.31349,307.588,46.856163,1.16081,126.666,187.081962,54,35,19,111.041947
